year,category,nominee,workers,winner
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1975,Film | Screenplay in 1975,"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",Blazing Saddles,False
1975,Film | Screenplay in 1975,Francis Ford Coppola,The Conversation,False
1975,Film | Screenplay in 1975,"Louis Malle, Patrick Modiano",Lacombe Lucien,False
1975,Film | Supporting Actor in 1975,Murder On The Orient Express,John Gielgud,True
1975,Film | Supporting Actor in 1975,Chinatown,John Huston,False
1975,Film | Supporting Actor in 1975,The Last Detail,Randy Quaid,False
1975,Film | Supporting Actor in 1975,Stardust,Adam Faith,False
1975,Film | Supporting Actress in 1975,Murder On The Orient Express,Ingrid Bergman,True
1975,Film | Supporting Actress in 1975,American Graffiti,Cindy Williams,False
1975,Film | Supporting Actress in 1975,"Summer Wishes, Winter Dreams",Sylvia Sidney,False
1975,Film | Supporting Actress in 1975,The Tamarind Seed,Sylvia Syms,False
1976,Film | Actor in 1976,Al Pacino,The Godfather Part II/Dog Day Afternoon,True
1976,Film | Actor in 1976,Richard Dreyfuss,Jaws,False
1976,Film | Actor in 1976,Gene Hackman,French Connection 2/Night Moves,False
1976,Film | Actor in 1976,Dustin Hoffman,Lenny,False
1976,Film | Actress in 1976,Ellen Burstyn,Alice Doesn't Live Here Anymore,True
1976,Film | Actress in 1976,Anne Bancroft,The Prisoner Of 2nd Avenue,False
1976,Film | Actress in 1976,Valerie Perrine,Lenny,False
1976,Film | Actress in 1976,Liv Ullman,Scenes From A Marriage,False
1976,Film | Direction in 1976,Barry Lyndon,Stanley Kubrick,True
1976,Film | Direction in 1976,Alice Doesn't Live Here Anymore,Martin Scorsese,False
1976,Film | Direction in 1976,Dog Day Afternoon,Sidney Lumet,False
1976,Film | Direction in 1976,Jaws,Steven Spielberg,False
1976,Film | John Grierson Award (Short Film) in 1976,Sea Area Forties,John Armstrong,True
1976,Film | John Grierson Award (Short Film) in 1976,Leaving Lily,Graham Baker,False
1976,Film | John Grierson Award (Short Film) in 1976,The Living Woodland,Ronald Eastman,False
1976,Film | John Grierson Award (Short Film) in 1976,Waiting On Weather,Ron Granville,False
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",The Early Americans,Alan Pendry,True
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",Seven Green Bottles,Eric Marquis,False
1976,Film | Screenplay in 1976,Robert Getchell,Alice Doesn't Live Here Anymore,True
1976,Film | Screenplay in 1976,Frank Pierson,Dog Day Afternoon,False
1976,Film | Screenplay in 1976,"Peter Benchley, Carl Gottlieb",Jaws,False
1976,Film | Screenplay in 1976,Joan Tewkesbury,Nashville,False
1976,Film | Supporting Actor in 1976,The Towering Inferno,Fred Astaire,True
1976,Film | Supporting Actor in 1976,The Taking Of Pelham 123,Martin Balsam,False
1976,Film | Supporting Actor in 1976,The Day Of The Locust,Burgess Meredith,False
1976,Film | Supporting Actor in 1976,Shampoo,Jack Warden,False
1976,Film | Supporting Actress in 1976,Alice Doesn't Live Here Anymore,Diane Ladd,True
1976,Film | Supporting Actress in 1976,Nashville,Ronee Blakley,False
1976,Film | Supporting Actress in 1976,Alice Doesn't Live Here Anymore,Lelia Goldoni,False
1976,Film | Supporting Actress in 1976,Nashville,Gwen Welles,False
1977,Film | Actor in 1977,Jack Nicholson,One Flew Over The Cuckoo's Nest,True
1977,Film | Actor in 1977,Robert De Niro,Taxi Driver,False
1977,Film | Actor in 1977,Dustin Hoffman,All The President's Men/Marathon Man,False
1977,Film | Actor in 1977,Walter Matthau,The Sunshine Boys/The Bad News Bears,False
1977,Film | Actress in 1977,Louise Fletcher,One Flew Over The Cuckoo's Nest,True
1977,Film | Actress in 1977,Lauren Bacall,The Shootist,False
1977,Film | Actress in 1977,Rita Moreno,The Ritz,False
1977,Film | Actress in 1977,Liv Ullman,Face To Face,False
1977,Film | Direction in 1977,One Flew Over The Cuckoo's Nest,Milos Forman,True
1977,Film | Direction in 1977,All The President's Men,Alan J Pakula,False
1977,Film | Direction in 1977,Bugsy Malone,Alan Parker,False
1977,Film | Direction in 1977,Taxi Driver,Martin Scorsese,False
1977,Film | Production Design in 1977,Bugsy Malone,Geoffrey Kirkland,True
1977,Film | Production Design in 1977,All The President's Men,George Jenkins,False
1977,Film | Production Design in 1977,King Kong,"Mario Chiari, Dale Hennesy",False
1977,Film | Production Design in 1977,The Slipper And The Rose,Raymond Simm,False
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",The Canadians (Los Canadienses),Albert Kish,True
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",White Rock,Tony Maylam,False
1977,Film | Screenplay in 1977,Alan Parker,Bugsy Malone,True
1977,Film | Screenplay in 1977,William Goldman,All The President's Men,False
1977,Film | Screenplay in 1977,"Lawrence Hauben, Bo Goldman",One Flew Over The Cuckoo's Nest,False
1977,Film | Screenplay in 1977,Neil Simon,The Sunshine Boys,False
1977,Film | Short Factual Film in 1977,John Amstrong,The End Of The Road,True
1977,Film | Short Factual Film in 1977,Peter De Normanville,Energy In Perspective,False
1977,Film | Short Factual Film in 1977,John Spencer,The Speed Sailors,False
1977,Film | Supporting Actor in 1977,One Flew Over The Cuckoo's Nest,Brad Dourif,True
1977,Film | Supporting Actor in 1977,All The President's Men,Martin Balsam,False
1977,Film | Supporting Actor in 1977,The Slipper And The Rose,Michael Hordern,False
1977,Film | Supporting Actor in 1977,All The President's Men,Jason Robards,False
1977,Film | Supporting Actress in 1977,Bugsy Malone/Taxi Driver,Jodie Foster,True
1977,Film | Supporting Actress in 1977,The Slipper And The Rose,Annette Crosbie,False
1977,Film | Supporting Actress in 1977,The Homecoming,Vivien Merchant,False
1977,Film | Supporting Actress in 1977,The Omen,Billie Whitelaw,False
1978,Film | Actor in 1978,Peter Finch,Network,True
1978,Film | Actor in 1978,Woody Allen,Annie Hall,False
1978,Film | Actor in 1978,William Holden,Network,False
1978,Film | Actor in 1978,Sylvester Stallone,Rocky,False
1978,Film | Actress in 1978,Diane Keaton,Annie Hall,True
1978,Film | Actress in 1978,Faye Dunaway,Network,False
1978,Film | Actress in 1978,Shelley Duvall,Three Women,False
1978,Film | Actress in 1978,Lily Tomlin,The Late Show,False
1978,Film | Direction in 1978,Annie Hall,Woody Allen,True
1978,Film | Direction in 1978,A Bridge Too Far,Richard Attenborough,False
1978,Film | Direction in 1978,Network,Sidney Lumet,False
1978,Film | Direction in 1978,Rocky,John G Avildsen,False
1978,Film | Fictional Film in 1978,The Bead Game,Ishu Patel,True
1978,Film | Fictional Film in 1978,The Chinese Word For Horse,Kate Canning,False
1978,Film | Fictional Film in 1978,The Sand Castle,Co Hoedeman,False
1978,Film | Production Design in 1978,Fellini's Casanova (Il Casanova Di Federico Fellini),Danilo Donati,True
1978,Film | Production Design in 1978,A Bridge Too Far,Terence Marsh,False
1978,Film | Production Design in 1978,The Spy Who Loved Me,Ken Adam,False
1978,Film | Production Design in 1978,Valentino,Philip Harrison,False
1978,Film | Screenplay in 1978,"Woody Allen, Marshall Brickman",Annie Hall,True
1978,Film | Screenplay in 1978,Peter Schaffer,Equus,False
1978,Film | Screenplay in 1978,Paddy Chayefsky,Network,False
1978,Film | Screenplay in 1978,Sylvester Stallone,Rocky,False
1978,Film | Supporting Actor in 1978,A Bridge Too Far,Edward Fox,True
1978,Film | Supporting Actor in 1978,Equus,Colin Blakely,False
1978,Film | Supporting Actor in 1978,Network,Robert Duvall,False
1978,Film | Supporting Actor in 1978,The Front,Zero Mostel,False
1978,Film | Supporting Actress in 1978,Equus,Jenny Agutter,True
1978,Film | Supporting Actress in 1978,Welcome To LA,Geraldine Chaplin,False
1978,Film | Supporting Actress in 1978,Equus,Joan Plowright,False
1978,Film | Supporting Actress in 1978,Next Stop Greenwich Village,Shelley Winters,False
1979,Film | Actor in 1979,Richard Dreyfuss,The Goodbye Girl,True
1979,Film | Actor in 1979,Brad Davis,Midnight Express,False
1979,Film | Actor in 1979,Anthony Hopkins,Magic,False
1979,Film | Actor in 1979,Peter Ustinov,Death On The Nile,False
1979,Film | Actress in 1979,Jane Fonda,Julia,True
1979,Film | Actress in 1979,Anne Bancroft,The Turning Point,False
1979,Film | Actress in 1979,Jill Clayburgh,An Unmarried Woman,False
1979,Film | Actress in 1979,Marsha Mason,The Goodbye Girl,False
1979,Film | Direction in 1979,Midnight Express,Alan Parker,True
1979,Film | Direction in 1979,Close Encounters Of The Third Kind,Steven Spielberg,False
1979,Film | Direction in 1979,Julia,Fred Zinnemann,False
1979,Film | Direction in 1979,A Wedding,Robert Altman,False
1979,Film | Production Design in 1979,Close Encounters Of The Third Kind,Joe Alves,True
1979,Film | Production Design in 1979,Julia,"Gene Callahan, Willy Holt, Carmen Dillon",False
1979,Film | Production Design in 1979,Star Wars,John Barry,False
1979,Film | Production Design in 1979,Superman,John Barry,False
1979,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1979",The Silent Witness,David Rolfe,True
1979,Film | Screenplay in 1979,Alvin Sargent,Julia,True
1979,Film | Screenplay in 1979,Steven Spielberg,Close Encounters Of The Third Kind,False
1979,Film | Screenplay in 1979,Neil Simon,The Goodbye Girl,False
1979,Film | Screenplay in 1979,"John Considine, Patricia Resnick, Allan Nicholls, Robert Altman",A Wedding,False
1979,Film | Short Factual Film in 1979,Tony White,Hokusai: An Animated Sketchbook,True
1979,Film | Short Factual Film in 1979,Beverly Shaffer,I'll Find A Way,False
1979,Film | Short Factual Film in 1979,Derek Williams,Planet Water,False
1979,Film | Short Factual Film in 1979,Lindsay Dale,Sunday Muddy Sunday,False
1979,Film | Supporting Actor in 1979,Midnight Express,John Hurt,True
1979,Film | Supporting Actor in 1979,Superman,Gene Hackman,False
1979,Film | Supporting Actor in 1979,Julia,Jason Robards,False
1979,Film | Supporting Actor in 1979,Close Encounters Of The Third Kind,François Truffaut,False
1979,Film | Supporting Actress in 1979,Interiors,Geraldine Page,True
1979,Film | Supporting Actress in 1979,Death On The Nile,Angela Lansbury,False
1979,Film | Supporting Actress in 1979,Death On The Nile,Maggie Smith,False
1979,Film | Supporting Actress in 1979,Stevie,Mona Washbourne,False
1980,Film | Actor in 1980,Jack Lemmon,The China Syndrome,True
1980,Film | Actor in 1980,Woody Allen,Manhattan,False
1980,Film | Actor in 1980,Robert De Niro,The Deer Hunter,False
1980,Film | Actor in 1980,Martin Sheen,Apocalypse Now,False
1980,Film | Actress in 1980,Jane Fonda,The China Syndrome,True
1980,Film | Actress in 1980,Diane Keaton,Manhattan,False
1980,Film | Actress in 1980,Maggie Smith,California Suite,False
1980,Film | Actress in 1980,Meryl Streep,The Deer Hunter,False
1980,Film | Direction in 1980,Apocalypse Now,Francis Ford Coppola,True
1980,Film | Direction in 1980,The Deer Hunter,Michael Cimino,False
1980,Film | Direction in 1980,Manhattan,Woody Allen,False
1980,Film | Direction in 1980,Yanks,John Schlesinger,False
1980,Film | Production Design in 1980,Alien,Michael Seymour,True
1980,Film | Production Design in 1980,Apocalypse Now,Dean Tavoularis,False
1980,Film | Production Design in 1980,The Europeans,Jeremiah Rusconi,False
1980,Film | Production Design in 1980,Yanks,Brian Morris,False
1980,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1980",The Tree Of Wooden Clogs,Ermanno Olmi,True
1980,Film | Screenplay in 1980,"Woody Allen, Marshall Brickman",Manhattan,True
1980,Film | Screenplay in 1980,"Mike Gray, TS Cook, James Bridges",The China Syndrome,False
1980,Film | Screenplay in 1980,Deric Washburn,The Deer Hunter,False
1980,Film | Screenplay in 1980,"Colin Welland, Walter Bernstein",Yanks,False
1980,Film | Supporting Actor in 1980,Apocalypse Now,Robert Duvall,True
1980,Film | Supporting Actor in 1980,Saint Jack,Denholm Elliott,False
1980,Film | Supporting Actor in 1980,Alien,John Hurt,False
1980,Film | Supporting Actor in 1980,The Deer Hunter,Christopher Walken,False
1980,Film | Supporting Actress in 1980,Yanks,Rachel Roberts,True
1980,Film | Supporting Actress in 1980,The Europeans,Lisa Eichhorn,False
1980,Film | Supporting Actress in 1980,Manhattan,Mariel Hemingway,False
1980,Film | Supporting Actress in 1980,Manhattan,Meryl Streep,False
1981,Film | Actor in 1981,John Hurt,The Elephant Man,True
1981,Film | Actor in 1981,Dustin Hoffman,Kramer Vs Kramer,False
1981,Film | Actor in 1981,Roy Scheider,All That Jazz,False
1981,Film | Actor in 1981,Peter Sellers,Being There,False
1981,Film | Actress in 1981,Judy Davis,My Brilliant Career,True
1981,Film | Actress in 1981,Shirley MacLaine,Being There,False
1981,Film | Actress in 1981,Bette Midler,The Rose,False
1981,Film | Actress in 1981,Meryl Streep,Kramer Vs Kramer,False
1981,Film | Direction in 1981,Kagemusha,Akira Kurosawa,True
1981,Film | Direction in 1981,The Elephant Man,David Lynch,False
1981,Film | Direction in 1981,Fame,Alan Parker,False
1981,Film | Direction in 1981,Kramer Vs Kramer,Robert Benton,False
1981,Film | Editing in 1981,All That Jazz,Alan Heim,True
1981,Film | Editing in 1981,The Elephant Man,Anne V Coates,False
1981,Film | Editing in 1981,Fame,Gerry Hambling,False
1981,Film | Editing in 1981,Kramer Vs Kramer,Jerry Greenberg,False
1981,Film | Production Design in 1981,The Elephant Man,Stuart Craig,True
1981,Film | Production Design in 1981,All That Jazz,Philip Rosenberg,False
1981,Film | Production Design in 1981,The Empire Strikes Back,Norman Reynolds,False
1981,Film | Production Design in 1981,Flash Gordon,Danilo Donati,False
1981,Film | Screenplay in 1981,Jerzy Kosinski,Being There,True
1981,Film | Screenplay in 1981,"Jim Abrahams, David Zucker, Jerry Zucker",Airplane!,False
1981,Film | Screenplay in 1981,"Christopher De Vore, Eric Bergren, David Lynch",The Elephant Man,False
1981,Film | Screenplay in 1981,Robert Benton,Kramer Vs Kramer,False
1982,Film | Actor in 1982,Burt Lancaster,Atlantic City,True
1982,Film | Actor in 1982,Robert De Niro,Raging Bull,False
1982,Film | Actor in 1982,Bob Hoskins,The Long Good Friday,False
1982,Film | Actor in 1982,Jeremy Irons,The French Lieutenant's Woman,False
1982,Film | Actress in 1982,Meryl Streep,The French Lieutenant's Woman,True
1982,Film | Actress in 1982,Mary Tyler Moore,Ordinary People,False
1982,Film | Actress in 1982,Maggie Smith,Quartet,False
1982,Film | Actress in 1982,Sissy Spacek,Coal Miner's Daughter,False
1982,Film | Direction in 1982,Atlantic City,Louis Malle,True
1982,Film | Direction in 1982,Chariots Of Fire,Hugh Hudson,False
1982,Film | Direction in 1982,The French Lieutenant's Woman,Karel Reisz,False
1982,Film | Direction in 1982,Gregory's Girl,Bill Forsyth,False
1982,Film | Editing in 1982,Raging Bull,Thelma Schoonmaker,True
1982,Film | Editing in 1982,Chariots Of Fire,Terry Rawlings,False
1982,Film | Editing in 1982,The French Lieutenant's Woman,John Bloom,False
1982,Film | Editing in 1982,Raiders Of The Lost Ark,Michael Kahn,False
1982,Film | Production Design in 1982,Raiders Of The Lost Ark,Norman Reynolds,True
1982,Film | Production Design in 1982,Chariots Of Fire,Roger Hall,False
1982,Film | Production Design in 1982,The French Lieutenant's Woman,Assheton Gorton,False
1982,Film | Production Design in 1982,Tess,Pierre Guffroy,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Soldier Girls,"Nick Broomfield, Joan Churchill",True
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Best Boy,Ira Wohl,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",The Life And Times Of Rosie The Riverter,Connie Field,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Return Journey,Ian Potts,False
1982,Film | Screenplay in 1982,Bill Forsyth,Gregory's Girl,True
1982,Film | Screenplay in 1982,John Guare,Atlantic City,False
1982,Film | Screenplay in 1982,Colin Welland,Chariots Of Fire,False
1982,Film | Screenplay in 1982,Harold Pinter,The French Lieutenant's Woman,False
1982,Film | Supporting Artist in 1982,Chariots Of Fire,Ian Holm,True
1982,Film | Supporting Artist in 1982,Raiders Of The Lost Ark,Denholm Elliott,False
1982,Film | Supporting Artist in 1982,Arthur,John Gielgud,False
1982,Film | Supporting Artist in 1982,Chariots Of Fire,Nigel Havers,False
1983,Film | Actor in 1983,Ben Kingsley,Gandhi,True
1983,Film | Actor in 1983,Warren Beatty,Reds,False
1983,Film | Actor in 1983,Albert Finney,Shoot The Moon,False
1983,Film | Actor in 1983,Henry Fonda,On Golden Pond,False
1983,Film | Actor in 1983,Jack Lemmon,Missing,False
1983,Film | Actress in 1983,Katharine Hepburn,On Golden Pond,True
1983,Film | Actress in 1983,Diane Keaton,Reds,False
1983,Film | Actress in 1983,Jennifer Kendal,36 Chowringhee Lane,False
1983,Film | Actress in 1983,Sissy Spacek,Missing,False
1983,Film | Direction in 1983,Gandhi,Richard Attenborough,True
1983,Film | Direction in 1983,ET: The Extra-Terrestrial,Steven Spielberg,False
1983,Film | Direction in 1983,Missing,Costa-Gavras,False
1983,Film | Direction in 1983,On Golden Pond,Mark Rydell,False
1983,Film | Foreign Language Film in 1983,Christ Stopped At Eboli (Cristo Si È Fermato A Eboli),Francesco Rosi,True
1983,Film | Foreign Language Film in 1983,The Boat (Das Boot),Wolfgang Petersen,False
1983,Film | Foreign Language Film in 1983,Diva,Jean-Jacques Beineix,False
1983,Film | Foreign Language Film in 1983,Fitzcarraldo,Werner Herzog,False
1983,Film | Production Design in 1983,Blade Runner,Lawrence G Paull,True
1983,Film | Production Design in 1983,ET: The Extra-Terrestrial,James D Bissell,False
1983,Film | Production Design in 1983,Gandhi,Stuart Craig,False
1983,Film | Production Design in 1983,Reds,Richard Sylbert,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Burden Of Dreams,Les Blank,True
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",The Atomic Café,"Kevin Rafferty, Jayne Loader, Pierce Rafferty",False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",Not A Love Story,Bonnie Sherr Klein,False
1983,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1983",The Weavers: Wasn't That A Time,Jim Brown,False
1983,Film | Screenplay in 1983,"Costa-Gavras, Donald Stewart",Missing,True
1983,Film | Screenplay in 1983,Melissa Mathison,ET: The Extra-Terrestrial,False
1983,Film | Screenplay in 1983,John Briley,Gandhi,False
1983,Film | Screenplay in 1983,Ernest Thompson,On Golden Pond,False
1983,Film | Supporting Actor in 1983,Reds,Jack Nicholson,True
1983,Film | Supporting Actor in 1983,The Return Of The Soldier,Frank Finlay,False
1983,Film | Supporting Actor in 1983,Gandhi,Edward Fox,False
1983,Film | Supporting Actor in 1983,Gandhi,Roshan Seth,False
1983,Film | Supporting Actress in 1983,Gandhi,Rohini Hattangadi,True
1983,Film | Supporting Actress in 1983,Reds,Maureen Stapleton,True
1983,Film | Supporting Actress in 1983,Gandhi,Candice Bergen,False
1983,Film | Supporting Actress in 1983,On Golden Pond,Jane Fonda,False
1984,Film | Actor in 1984,Michael Caine,Educating Rita,True
1984,Film | Actor in 1984,Dustin Hoffman,Tootsie,True
1984,Film | Actor in 1984,Michael Caine,The Honorary Consul,False
1984,Film | Actor in 1984,Robert De Niro,The King Of Comedy,False
1984,Film | Actress in 1984,Julie Walters,Educating Rita,True
1984,Film | Actress in 1984,Jessica Lange,Tootsie,False
1984,Film | Actress in 1984,Phyllis Logan,"Another Time, Another Place",False
1984,Film | Actress in 1984,Meryl Streep,Sophie's Choice,False
1984,Film | Adapted Screenplay in 1984,Heat And Dust,Ruth Prawer Jhabvala,True
1984,Film | Adapted Screenplay in 1984,Betrayal,Harold Pinter,False
1984,Film | Adapted Screenplay in 1984,Educating Rita,Willy Russell,False
1984,Film | Adapted Screenplay in 1984,Tootsie,"Larry Gelbart, Murray Schisgal",False
1984,Film | Direction in 1984,Local Hero,Bill Forsyth,True
1984,Film | Direction in 1984,Heat And Dust,James Ivory,False
1984,Film | Direction in 1984,The King Of Comedy,Martin Scorsese,False
1984,Film | Direction in 1984,Tootsie,Sydney Pollack,False
1984,Film | Editing in 1984,Flashdance,"Bud Smith, Walt Mulconery",True
1984,Film | Editing in 1984,The King Of Comedy,Thelma Schoonmaker,False
1984,Film | Editing in 1984,Local Hero,Michael Bradsell,False
1984,Film | Editing in 1984,Zelig,Susan E Morse,False
1984,Film | Foreign Language Film in 1984,Danton,"Margaret Menegoz, Barbara Pec-Slesicka, Andrzej Wajda",True
1984,Film | Foreign Language Film in 1984,Fanny And Alexander,"Jorn Donner, Ingmar Bergman",False
1984,Film | Foreign Language Film in 1984,Finally Sunday (Vivement Dimanche!),"Armand Barbault, François Truffaut",False
1984,Film | Foreign Language Film in 1984,La Traviata,"Tarak Ben Ammar, Franco Zeffirelli",False
1984,Film | Most Promising Newcomer To Film in 1984,"Another Time, Another Place",Phyllis Logan,True
1984,Film | Most Promising Newcomer To Film in 1984,Sophie's Choice,Kevin Kline,False
1984,Film | Most Promising Newcomer To Film in 1984,Heat And Dust,Greta Scacchi,False
1984,Film | Most Promising Newcomer To Film in 1984,Educating Rita,Julie Walters,False
1984,Film | Original Screenplay in 1984,The King Of Comedy,Paul D Zimmerman,True
1984,Film | Original Screenplay in 1984,Local Hero,Bill Forsyth,False
1984,Film | Original Screenplay in 1984,Trading Places,"Timothy Harris, Herschel Weingrod",False
1984,Film | Original Screenplay in 1984,Zelig,Woody Allen,False
1984,Film | Production Design in 1984,La Traviata,"Franco Zeffirelli,  Gianni Quaranta",True
1984,Film | Production Design in 1984,Heat And Dust,Wilfred Shingleton,False
1984,Film | Production Design in 1984,Return Of The Jedi,Norman Reynolds,False
1984,Film | Production Design in 1984,Wargames,Angelo P Graham,False
1984,Film | Supporting Actor in 1984,Trading Places,Denholm Elliott,True
1984,Film | Supporting Actor in 1984,The Honorary Consul,Bob Hoskins,False
1984,Film | Supporting Actor in 1984,Local Hero,Burt Lancaster,False
1984,Film | Supporting Actor in 1984,The King Of Comedy,Jerry Lewis,False
1984,Film | Supporting Actress in 1984,Trading Places,Jamie Lee Curtis,True
1984,Film | Supporting Actress in 1984,Tootsie,Terri Garr,False
1984,Film | Supporting Actress in 1984,The Ploughman's Lunch,Rosemary Harris,False
1984,Film | Supporting Actress in 1984,Educating Rita,Maureen Lipman,False
1985,Film | Actor in 1985,Dr Haing S Ngor,The Killing Fields,True
1985,Film | Actor in 1985,Tom Courtenay,The Dresser,False
1985,Film | Actor in 1985,Albert Finney,The Dresser,False
1985,Film | Actor in 1985,Sam Waterston,The Killing Fields,False
1985,Film | Actress in 1985,Maggie Smith,A Private Function,True
1985,Film | Actress in 1985,Shirley MacLaine,Terms Of Endearment,False
1985,Film | Actress in 1985,Helen Mirren,Cal,False
1985,Film | Actress in 1985,Meryl Streep,Silkwood,False
1985,Film | Adapted Screenplay in 1985,The Killing Fields,Bruce Robinson,True
1985,Film | Adapted Screenplay in 1985,Another Country,Julian Mitchell,False
1985,Film | Adapted Screenplay in 1985,The Dresser,Ronald Harwood,False
1985,Film | Adapted Screenplay in 1985,"Paris, Texas",Sam Shepard,False
1985,Film | Direction in 1985,"Paris, Texas",Wim Wenders,True
1985,Film | Direction in 1985,The Dresser,Peter Yates,False
1985,Film | Direction in 1985,The Killing Fields,Roland Joffé,False
1985,Film | Direction in 1985,Once Upon A Time In America,Sergio Leone,False
1985,Film | Editing in 1985,The Killing Fields,Jim Clark,True
1985,Film | Editing in 1985,Another Country,Gerry Hambling,False
1985,Film | Editing in 1985,Indiana Jones And The Temple Of Doom,Michael Kahn,False
1985,Film | Editing in 1985,Under Fire,"John Bloom, Mark Conte",False
1985,Film | Foreign Language Film in 1985,Carmen,"Emiliano Piedra, Carlos Saura",True
1985,Film | Foreign Language Film in 1985,The Return Of Martin Guerre (Le Retour De Martin Guerre),Daniel Vigne,False
1985,Film | Foreign Language Film in 1985,Sunday In The Country,"Alain Sarde, Bertrand Tavernier",False
1985,Film | Foreign Language Film in 1985,Swann In Love,"Margaret Menegoz, Volker Schlöndorff",False
1985,Film | Most Promising Newcomer To Film in 1985,The Killing Fields,Dr Haing S Ngor,True
1985,Film | Most Promising Newcomer To Film in 1985,Another Country,Rupert Everett,False
1985,Film | Most Promising Newcomer To Film in 1985,Cal,John Lynch,False
1985,Film | Most Promising Newcomer To Film in 1985,The Hit,Tim Roth,False
1985,Film | Original Screenplay in 1985,Broadway Danny Rose,Woody Allen,True
1985,Film | Original Screenplay in 1985,The Big Chill,"Lawrence Kasdan, Barbara Benedek",False
1985,Film | Original Screenplay in 1985,Comfort And Joy,Bill Forsyth,False
1985,Film | Original Screenplay in 1985,A Private Function,Alan Bennett,False
1985,Film | Production Design in 1985,The Killing Fields,Roy Walker,True
1985,Film | Production Design in 1985,The Company Of Wolves,Anton Furst,False
1985,Film | Production Design in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Stuart Craig,False
1985,Film | Production Design in 1985,1984,Allan Cameron,False
1985,Film | Supporting Actor in 1985,A Private Function,Denholm Elliott,True
1985,Film | Supporting Actor in 1985,Gorky Park,Michael Elphick,False
1985,Film | Supporting Actor in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Ian Holm,False
1985,Film | Supporting Actor in 1985,"Greystoke: The Legend Of Tarzan, Lord Of The Apes",Ralph Richardson,False
1985,Film | Supporting Actress in 1985,A Private Function,Liz Smith,True
1985,Film | Supporting Actress in 1985,The Dresser,Eileen Atkins,False
1985,Film | Supporting Actress in 1985,Silkwood,Cher,False
1985,Film | Supporting Actress in 1985,Once Upon A Time In America,Tuesday Weld,False
1986,Film | Actor in a Leading Role in 1986,William Hurt,Kiss Of The Spider Woman,True
1986,Film | Actor in a Leading Role in 1986,Victor Banerjee,A Passage To India,False
1986,Film | Actor in a Leading Role in 1986,Harrison Ford,Witness,False
1986,Film | Actor in a Leading Role in 1986,F Murray Abraham,Amadeus,False
1986,Film | Actor in a Supporting Role in 1986,Denholm Elliott,Defence Of The Realm,True
1986,Film | Actor in a Supporting Role in 1986,James Fox,A Passage To India,False
1986,Film | Actor in a Supporting Role in 1986,John Gielgud,Plenty,False
1986,Film | Actor in a Supporting Role in 1986,Saeed Jaffrey,My Beautiful Laundrette,False
1986,Film | Actress in a Leading Role in 1986,Peggy Ashcroft,A Passage To India,True
1986,Film | Actress in a Leading Role in 1986,Mia Farrow,The Purple Rose Of Cairo,False
1986,Film | Actress in a Leading Role in 1986,Kelly McGillis,Witness,False
1986,Film | Actress in a Leading Role in 1986,Alexandra Pigg,Letter To Brezhnev,False
1986,Film | Actress in a Supporting Role in 1986,Rosanna Arquette,Desperately Seeking Susan,True
1986,Film | Actress in a Supporting Role in 1986,Judi Dench,Wetherby,False
1986,Film | Actress in a Supporting Role in 1986,Anjelica Huston,Prizzi's Honour,False
1986,Film | Actress in a Supporting Role in 1986,Tracey Ullman,Plenty,False
1986,Film | Adapted Screenplay in 1986,Prizzi's Honour,"Richard Condon, Janet Roach",True
1986,Film | Adapted Screenplay in 1986,Amadeus,Peter Shaffer,False
1986,Film | Adapted Screenplay in 1986,A Passage To India,David Lean,False
1986,Film | Adapted Screenplay in 1986,The Shooting Party,Julian Bond,False
1986,Film | Editing in 1986,Amadeus,"Nena Danevic, Michael Chandler",True
1986,Film | Editing in 1986,Back To The Future,"Arthur Schmidt, Harry Keramidas",False
1986,Film | Editing in 1986,A Chorus Line,John Bloom,False
1986,Film | Editing in 1986,Witness,Thom Noble,False
1986,Film | Foreign Language Film in 1986,Colonel Redl (Oberst Redl),"Manfred Durniok, István Szabó",True
1986,Film | Foreign Language Film in 1986,Carmen,"Patrice Ledoux, Francesco Rosi",False
